"file_moved","original_repo","original_path","destination_path","timestamp_utc","bucket"
"test_bedrock_credentials.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_bedrock_credentials.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_bedrock_credentials.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_classification_accuracy.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_classification_accuracy.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_classification_accuracy.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_classification_accuracy.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_classification_accuracy.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_classification_accuracy.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_activities.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_activities.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_activities.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_activities.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_activities.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_activities.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_activity_model.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_activity_model.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_activity_model.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_activity_model.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_activity_model.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_activity_model.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_compliance_checker.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_compliance_checker.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_compliance_checker.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_compliance_checker.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_compliance_checker.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_compliance_checker.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_compliance_service.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_compliance_service.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_compliance_service.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_compliance_service.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_compliance_service.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_compliance_service.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_parsing.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_parsing.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_parsing.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_parsing.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_parsing.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_parsing.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_requirements.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_requirements.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_requirements.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_requirements.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_requirements.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_requirements.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_requirements_api.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_requirements_api.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_requirements_api.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cme_requirements_api.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cme_requirements_api.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cme_requirements_api.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_complete_seed_data.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_complete_seed_data.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_complete_seed_data.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_complete_seed_data.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_complete_seed_data.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_complete_seed_data.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_api_integration.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_api_integration.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_api_integration.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_api_integration.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_api_integration.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_api_integration.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_check_endpoint.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_check_endpoint.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_check_endpoint.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_check_endpoint.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_check_endpoint.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_check_endpoint.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_tracker.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_tracker.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_tracker.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_compliance_tracker.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_compliance_tracker.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_compliance_tracker.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_configuration.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_configuration.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_configuration.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_configuration.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_configuration.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_configuration.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_conversational_parser_standalone.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_conversational_parser_standalone.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_conversational_parser_standalone.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_conversational_parser_standalone.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_conversational_parser_standalone.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_conversational_parser_standalone.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cookie_auth_integration.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cookie_auth_integration.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cookie_auth_integration.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cookie_auth_integration.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cookie_auth_integration.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cookie_auth_integration.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cors_config.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cors_config.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cors_config.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_cors_config.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_cors_config.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_cors_config.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_delegation.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_delegation.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_delegation.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_delegation.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_delegation.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_delegation.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_deployment_ec2.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_deployment_ec2.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_deployment_ec2.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_deployment_ec2.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_deployment_ec2.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_deployment_ec2.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_deployment_integration.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_deployment_integration.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_deployment_integration.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_deployment_integration.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_deployment_integration.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_deployment_integration.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_documents_router.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_documents_router.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_documents_router.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_documents_router.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_documents_router.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_documents_router.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_classification_accuracy.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_classification_accuracy.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_classification_accuracy.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_classification_accuracy.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_classification_accuracy.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_classification_accuracy.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_classification_required.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_classification_required.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_classification_required.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_classification_required.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_classification_required.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_classification_required.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_parser.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_parser.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_parser.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_parser.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_parser.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_parser.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_parser_enhancements.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_parser_enhancements.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_parser_enhancements.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_parser_enhancements.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_parser_enhancements.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_parser_enhancements.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_type_detector.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_type_detector.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_type_detector.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_document_type_detector.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_document_type_detector.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_document_type_detector.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_driver_license_pattern_matching.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_driver_license_pattern_matching.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_driver_license_pattern_matching.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_driver_license_pattern_matching.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_driver_license_pattern_matching.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_driver_license_pattern_matching.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_e2_database_migrations.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_e2_database_migrations.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_e2_database_migrations.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_email_service.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_email_service.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_email_service.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_encryption.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_encryption.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_encryption.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_encryption_tdd.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_encryption_tdd.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_encryption_tdd.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_field_validation.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_field_validation.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_field_validation.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_file_validation.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_file_validation.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_file_validation.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_fixes.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_fixes.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_fixes.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_health.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_health.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_health.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_hybrid_parser.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_hybrid_parser.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_hybrid_parser.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_immutability_audit_logs.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_immutability_audit_logs.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_immutability_audit_logs.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_immutability_comprehensive.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_immutability_comprehensive.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_immutability_comprehensive.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_immutability_versioning.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_immutability_versioning.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_immutability_versioning.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_integration_auth.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_integration_auth.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_integration_auth.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_licenses.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_licenses.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_licenses.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_license_model.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_license_model.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_license_model.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_login_lockout_persistence.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_login_lockout_persistence.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_login_lockout_persistence.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_log_sanitizer.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_log_sanitizer.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_log_sanitizer.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_migration_audit_logs_hipaa.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_migration_audit_logs_hipaa.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_migration_audit_logs_hipaa.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_nguyen_docs.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_nguyen_docs.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_nguyen_docs.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_notification_admin_api.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_notification_admin_api.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_notification_admin_api.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_notification_scheduler.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_notification_scheduler.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_notification_scheduler.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_notification_settings.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_notification_settings.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_notification_settings.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_notification_templates.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_notification_templates.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_notification_templates.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_parse_document_hybrid_mock_mode.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_parse_document_hybrid_mock_mode.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_parse_document_hybrid_mock_mode.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase1_event_api.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase1_event_api.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase1_event_api.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase1_event_correlation_middleware.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase1_event_correlation_middleware.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase1_event_correlation_middleware.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase1_event_emitter.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase1_event_emitter.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase1_event_emitter.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase1_event_model.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase1_event_model.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase1_event_model.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase1_event_model.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase1_event_model.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase1_event_model.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase2_tracking_api.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase2_tracking_api.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase2_tracking_api.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase2_user_actions_model.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase2_user_actions_model.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase2_user_actions_model.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase2_user_actions_model.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase2_user_actions_model.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase2_user_actions_model.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase2_user_action_service.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase2_user_action_service.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase2_user_action_service.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase2_user_sessions_model.cpython-311-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase2_user_sessions_model.cpython-311-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase2_user_sessions_model.cpython-311-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
"test_phase3_ai_actions_model.cpython-310-pytest-7.4.3.pyc","credentialmate-app","backend\tests\__pycache__\test_phase3_ai_actions_model.cpython-310-pytest-7.4.3.pyc","deletion\credentialmate-app\backend\tests\__pycache__\test_phase3_ai_actions_model.cpython-310-pytest-7.4.3.pyc","2025-11-20T19:26:06Z","deletion"
